# PD Controller Data Log (Direct Dynamixel Control)
# Kp: 0.8, Kd: 0.2
# Time(s), Reference(rad), Current(rad), Error(rad), Effort
3.1971, 1.000000, 0.181010, 0.818990, 0.624513
3.2292, 1.000000, 0.181010, 0.818990, 0.655192
3.2612, 1.000000, 0.179476, 0.820524, 0.687099
3.2931, 1.000000, 0.179476, 0.820524, 0.656419
3.3252, 1.000000, 0.181010, 0.818990, 0.624513
3.3572, 1.000000, 0.181010, 0.818990, 0.655192
3.3892, 1.000000, 0.179476, 0.820524, 0.687099
3.4211, 1.000000, 0.179476, 0.820524, 0.656419
3.4532, 1.000000, 0.181010, 0.818990, 0.624513
3.4852, 1.000000, 0.179476, 0.820524, 0.687099
3.5172, 1.000000, 0.179476, 0.820524, 0.656419
3.5492, 1.000000, 0.181010, 0.818990, 0.624513
3.5812, 1.000000, 0.181010, 0.818990, 0.655192
3.6132, 1.000000, 0.181010, 0.818990, 0.655192
3.6452, 1.000000, 0.179476, 0.820524, 0.687099
3.6772, 1.000000, 0.179476, 0.820524, 0.656419
3.7092, 1.000000, 0.181010, 0.818990, 0.624513
3.7411, 1.000000, 0.181010, 0.818990, 0.655192
3.7731, 1.000000, 0.181010, 0.818990, 0.655192
3.8051, 1.000000, 0.179476, 0.820524, 0.687099
3.8372, 1.000000, 0.179476, 0.820524, 0.656419
3.8692, 1.000000, 0.179476, 0.820524, 0.656419
3.9011, 1.000000, 0.181010, 0.818990, 0.624513
3.9331, 1.000000, 0.179476, 0.820524, 0.687099
3.9651, 1.000000, 0.179476, 0.820524, 0.656419
3.9971, 1.000000, 0.179476, 0.820524, 0.656419
4.0291, 1.000000, 0.179476, 0.820524, 0.656419
4.0611, 1.000000, 0.181010, 0.818990, 0.624513
4.0931, 1.000000, 0.181010, 0.818990, 0.655192
4.1251, 1.000000, 0.181010, 0.818990, 0.655192
4.1571, 1.000000, 0.179476, 0.820524, 0.687099
4.1891, 1.000000, 0.179476, 0.820524, 0.656419
4.2211, 1.000000, 0.179476, 0.820524, 0.656419
4.2531, 1.000000, 0.179476, 0.820524, 0.656419
4.2851, 1.000000, 0.179476, 0.820524, 0.656419
4.3171, 1.000000, 0.181010, 0.818990, 0.624513
4.3491, 1.000000, 0.181010, 0.818990, 0.655192
4.3811, 1.000000, 0.179476, 0.820524, 0.687099
4.4131, 1.000000, 0.181010, 0.818990, 0.624513
4.4451, 1.000000, 0.179476, 0.820524, 0.687099
4.4771, 1.000000, 0.179476, 0.820524, 0.656419
4.5091, 1.000000, 0.181010, 0.818990, 0.624513
4.5411, 1.000000, 0.181010, 0.818990, 0.655192
4.5731, 1.000000, 0.179476, 0.820524, 0.687099
4.6051, 1.000000, 0.181010, 0.818990, 0.624513
4.6371, 1.000000, 0.179476, 0.820524, 0.687099
4.6691, 1.000000, 0.179476, 0.820524, 0.656419
4.7011, 1.000000, 0.181010, 0.818990, 0.624513
4.7331, 1.000000, 0.179476, 0.820524, 0.687099
4.7651, 1.000000, 0.179476, 0.820524, 0.656419
4.7971, 1.000000, 0.179476, 0.820524, 0.656419
4.8291, 1.000000, 0.181010, 0.818990, 0.624513
4.8611, 1.000000, 0.179476, 0.820524, 0.687099
4.8931, 1.000000, 0.179476, 0.820524, 0.656419
4.9251, 1.000000, 0.181010, 0.818990, 0.624513
4.9571, 1.000000, 0.179476, 0.820524, 0.687099
4.9890, 1.000000, 0.179476, 0.820524, 0.656419
5.0211, 1.000000, 0.181010, 0.818990, 0.624513
5.0531, 1.000000, 0.179476, 0.820524, 0.687099
5.0851, 1.000000, 0.179476, 0.820524, 0.656419
5.1171, 1.000000, 0.179476, 0.820524, 0.656419
5.1491, 1.000000, 0.179476, 0.820524, 0.656419
5.1811, 1.000000, 0.179476, 0.820524, 0.656419
5.2131, 1.000000, 0.179476, 0.820524, 0.656419
5.2451, 1.000000, 0.179476, 0.820524, 0.656419
5.2770, 1.000000, 0.181010, 0.818990, 0.624513
5.3090, 1.000000, 0.179476, 0.820524, 0.687099
5.3410, 1.000000, 0.181010, 0.818990, 0.624513
5.3730, 1.000000, 0.179476, 0.820524, 0.687099
5.4050, 1.000000, 0.181010, 0.818990, 0.624513
5.4370, 1.000000, 0.179476, 0.820524, 0.687099
5.4690, 1.000000, 0.181010, 0.818990, 0.624513
5.5010, 1.000000, 0.179476, 0.820524, 0.687099
5.5331, 1.000000, 0.179476, 0.820524, 0.656419
5.5650, 1.000000, 0.179476, 0.820524, 0.656419
5.5970, 1.000000, 0.181010, 0.818990, 0.624513
5.6290, 1.000000, 0.179476, 0.820524, 0.687099
5.6610, 1.000000, 0.181010, 0.818990, 0.624513
5.6930, 1.000000, 0.179476, 0.820524, 0.687099
5.7249, 1.000000, 0.181010, 0.818990, 0.624513
5.7569, 1.000000, 0.181010, 0.818990, 0.655192
5.7890, 1.000000, 0.181010, 0.818990, 0.655192
5.8210, 1.000000, 0.181010, 0.818990, 0.655192
5.8530, 1.000000, 0.181010, 0.818990, 0.655192
5.8850, 1.000000, 0.179476, 0.820524, 0.687099
5.9170, 1.000000, 0.179476, 0.820524, 0.656419
5.9490, 1.000000, 0.179476, 0.820524, 0.656419
5.9810, 1.000000, 0.181010, 0.818990, 0.624513
6.0130, 1.000000, 0.181010, 0.818990, 0.655192
6.0450, 1.000000, 0.181010, 0.818990, 0.655192
6.0770, 1.000000, 0.181010, 0.818990, 0.655192
6.1089, 1.000000, 0.181010, 0.818990, 0.655192
6.1409, 1.000000, 0.181010, 0.818990, 0.655192
6.1729, 1.000000, 0.181010, 0.818990, 0.655192
6.2050, 1.000000, 0.181010, 0.818990, 0.655192
6.2369, 1.000000, 0.181010, 0.818990, 0.655192
6.2690, 1.000000, 0.179476, 0.820524, 0.687099
6.3010, 1.000000, 0.179476, 0.820524, 0.656419
6.3330, 1.000000, 0.179476, 0.820524, 0.656419
6.3650, 1.000000, 0.181010, 0.818990, 0.624513
6.3970, 1.000000, 0.181010, 0.818990, 0.655192
6.4290, 1.000000, 0.181010, 0.818990, 0.655192
6.4610, 1.000000, 0.179476, 0.820524, 0.687099
6.4929, 1.000000, 0.179476, 0.820524, 0.656419
6.5249, 1.000000, 0.181010, 0.818990, 0.624513
6.5569, 1.000000, 0.181010, 0.818990, 0.655192
6.5889, 1.000000, 0.179476, 0.820524, 0.687099
6.6210, 1.000000, 0.179476, 0.820524, 0.656419
6.6530, 1.000000, 0.179476, 0.820524, 0.656419
6.6849, 1.000000, 0.181010, 0.818990, 0.624513
6.7170, 1.000000, 0.181010, 0.818990, 0.655192
6.7490, 1.000000, 0.179476, 0.820524, 0.687099
6.7809, 1.000000, 0.181010, 0.818990, 0.624513
6.8130, 1.000000, 0.179476, 0.820524, 0.687099
6.8449, 1.000000, 0.179476, 0.820524, 0.656419
6.8770, 1.000000, 0.181010, 0.818990, 0.624513
6.9089, 1.000000, 0.181010, 0.818990, 0.655192
6.9409, 1.000000, 0.181010, 0.818990, 0.655192
6.9729, 1.000000, 0.181010, 0.818990, 0.655192
7.0049, 1.000000, 0.181010, 0.818990, 0.655192
7.0369, 1.000000, 0.179476, 0.820524, 0.687099
7.0689, 1.000000, 0.179476, 0.820524, 0.656419
7.1009, 1.000000, 0.181010, 0.818990, 0.624513
7.1330, 1.000000, 0.181010, 0.818990, 0.655192
7.1649, 1.000000, 0.179476, 0.820524, 0.687099
7.1969, 1.000000, 0.179476, 0.820524, 0.656419
7.2289, 1.000000, 0.181010, 0.818990, 0.624513
7.2609, 1.000000, 0.179476, 0.820524, 0.687099
7.2929, 1.000000, 0.181010, 0.818990, 0.624513
7.3249, 1.000000, 0.179476, 0.820524, 0.687099
7.3569, 1.000000, 0.181010, 0.818990, 0.624513
7.3889, 1.000000, 0.181010, 0.818990, 0.655192
7.4209, 1.000000, 0.181010, 0.818990, 0.655192
7.4529, 1.000000, 0.179476, 0.820524, 0.687099
7.4849, 1.000000, 0.179476, 0.820524, 0.656419
7.5168, 1.000000, 0.181010, 0.818990, 0.624513
7.5488, 1.000000, 0.181010, 0.818990, 0.655192
7.5808, 1.000000, 0.179476, 0.820524, 0.687099
7.6128, 1.000000, 0.181010, 0.818990, 0.624513
7.6448, 1.000000, 0.181010, 0.818990, 0.655192
7.6768, 1.000000, 0.181010, 0.818990, 0.655192
7.7088, 1.000000, 0.179476, 0.820524, 0.687099
7.7408, 1.000000, 0.181010, 0.818990, 0.624513
7.7728, 1.000000, 0.181010, 0.818990, 0.655192
7.8048, 1.000000, 0.181010, 0.818990, 0.655192
7.8368, 1.000000, 0.179476, 0.820524, 0.687099
7.8688, 1.000000, 0.179476, 0.820524, 0.656419
7.9008, 1.000000, 0.181010, 0.818990, 0.624513
7.9328, 1.000000, 0.181010, 0.818990, 0.655192
7.9648, 1.000000, 0.179476, 0.820524, 0.687099
7.9968, 1.000000, 0.181010, 0.818990, 0.624513
8.0288, 1.000000, 0.181010, 0.818990, 0.655192
