# PD Controller Data Log (Direct Dynamixel Control)
# Kp: 2.0, Kd: 0.6
# Time(s), Reference(rad), Current(rad), Error(rad), Effort
5.1099, 0.500000, 0.070563, 0.429437, 5.000000
5.1419, 0.500000, 0.139592, 0.360408, -3.420933
5.1739, 0.500000, 0.262311, 0.237689, -5.000000
5.2059, 0.500000, 0.237767, 0.262233, 1.997088
5.2378, 0.500000, 0.116583, 0.383417, 5.000000
5.2698, 0.500000, 0.092039, 0.407961, 2.288544
5.3018, 0.500000, 0.223961, 0.276039, -5.000000
5.3338, 0.500000, 0.340544, 0.159456, -5.000000
5.3657, 0.500000, 0.273049, 0.226951, 4.503612
5.3978, 0.500000, 0.158000, 0.342000, 5.000000
5.4298, 0.500000, 0.216291, 0.283709, -2.930059
5.4618, 0.500000, 0.337476, 0.162524, -5.000000
5.4938, 0.500000, 0.334408, 0.165592, 0.515262
5.5258, 0.500000, 0.207087, 0.292913, 5.000000
5.5578, 0.500000, 0.138058, 0.361942, 4.865632
5.5898, 0.500000, 0.243903, 0.256097, -5.000000
5.6218, 0.500000, 0.366621, 0.133379, -5.000000
5.6538, 0.500000, 0.294524, 0.205476, 4.736777
5.6858, 0.500000, 0.179476, 0.320524, 5.000000
5.7178, 0.500000, 0.243903, 0.256097, -3.353437
5.7498, 0.500000, 0.368155, 0.131845, -5.000000
5.7818, 0.500000, 0.349748, 0.150252, 1.404971
5.8137, 0.500000, 0.225495, 0.274505, 5.000000
5.8458, 0.500000, 0.179476, 0.320524, 3.402214
5.8778, 0.500000, 0.297592, 0.202408, -5.000000
5.9098, 0.500000, 0.421845, 0.078155, -5.000000
5.9418, 0.500000, 0.354350, 0.145650, 4.341010
5.9738, 0.500000, 0.236233, 0.263767, 5.000000
6.0058, 0.500000, 0.288388, 0.211612, -2.706098
6.0378, 0.500000, 0.412641, 0.087359, -5.000000
6.0698, 0.500000, 0.418777, 0.081223, -0.205709
6.1017, 0.500000, 0.292990, 0.207010, 5.000000
6.1337, 0.500000, 0.196350, 0.303650, 5.000000
6.1657, 0.500000, 0.283786, 0.216214, -4.813787
6.1977, 0.500000, 0.403437, 0.096563, -5.000000
6.2297, 0.500000, 0.334408, 0.165592, 4.472933
6.2617, 0.500000, 0.220893, 0.279107, 5.000000
6.2938, 0.500000, 0.277651, 0.222349, -2.960738
6.3258, 0.500000, 0.404971, 0.095029, -5.000000
6.3578, 0.500000, 0.397301, 0.102699, 0.665592
6.3898, 0.500000, 0.273049, 0.226951, 5.000000
6.4218, 0.500000, 0.213223, 0.286777, 4.163068
6.4537, 0.500000, 0.323670, 0.176330, -5.000000
6.4857, 0.500000, 0.447922, 0.052078, -5.000000
6.5177, 0.500000, 0.375825, 0.124175, 4.574175
6.5497, 0.500000, 0.260777, 0.239223, 5.000000
6.5817, 0.500000, 0.320602, 0.179398, -3.230719
6.6137, 0.500000, 0.446388, 0.053612, -5.000000
6.6458, 0.500000, 0.431049, 0.068951, 1.058291
6.6778, 0.500000, 0.305262, 0.194738, 5.000000
6.7098, 0.500000, 0.251573, 0.248427, 3.718214
6.7417, 0.500000, 0.366621, 0.133379, -5.000000
6.7737, 0.500000, 0.489340, 0.010660, -5.000000
6.8058, 0.500000, 0.420311, 0.079689, 4.301127
6.8377, 0.500000, 0.303728, 0.196272, 5.000000
6.8697, 0.500000, 0.355884, 0.144116, -2.841088
6.9017, 0.500000, 0.480136, 0.019864, -5.000000
6.9337, 0.500000, 0.480136, 0.019864, 0.039728
6.9657, 0.500000, 0.355884, 0.144116, 5.000000
6.9977, 0.500000, 0.282252, 0.217748, 4.853360
7.0297, 0.500000, 0.388097, 0.111903, -5.000000
7.0616, 0.500000, 0.507748, -0.007748, -5.000000
7.0936, 0.500000, 0.438719, 0.061281, 4.264311
7.1256, 0.500000, 0.322136, 0.177864, 5.000000
7.1576, 0.500000, 0.372757, 0.127243, -2.782797
7.1896, 0.500000, 0.497010, 0.002990, -5.000000
7.2216, 0.500000, 0.500078, -0.000078, -0.184233
7.2536, 0.500000, 0.378893, 0.121107, 5.000000
7.2856, 0.500000, 0.283786, 0.216214, 5.000000
7.3176, 0.500000, 0.372757, 0.127243, -5.000000
7.3496, 0.500000, 0.493942, 0.006058, -5.000000
7.3816, 0.500000, 0.423379, 0.076621, 4.387030
7.4136, 0.500000, 0.302194, 0.197806, 5.000000
7.4456, 0.500000, 0.355884, 0.144116, -2.933127
7.4776, 0.500000, 0.481670, 0.018330, -5.000000
7.5096, 0.500000, 0.480136, 0.019864, 0.131767
7.5416, 0.500000, 0.355884, 0.144116, 5.000000
7.5736, 0.500000, 0.277651, 0.222349, 5.000000
7.6056, 0.500000, 0.380427, 0.119573, -5.000000
7.6376, 0.500000, 0.501612, -0.001612, -5.000000
7.6696, 0.500000, 0.432583, 0.067417, 4.276583
7.7016, 0.500000, 0.312932, 0.187068, 5.000000
7.7336, 0.500000, 0.363553, 0.136447, -2.764389
7.7656, 0.500000, 0.489340, 0.010660, -5.000000
7.7976, 0.500000, 0.495476, 0.004524, -0.359107
7.8296, 0.500000, 0.368155, 0.131845, 5.000000
7.8616, 0.500000, 0.263845, 0.236155, 5.000000
7.8936, 0.500000, 0.342078, 0.157922, -4.378137
7.9256, 0.500000, 0.467864, 0.032136, -5.000000
7.9576, 0.500000, 0.415709, 0.084291, 3.297903
7.9896, 0.500000, 0.292990, 0.207010, 5.000000
8.0216, 0.500000, 0.306796, 0.193204, -0.441942
8.0536, 0.500000, 0.440252, 0.059748, -5.000000
8.0856, 0.500000, 0.523087, -0.023087, -5.000000
8.1176, 0.500000, 0.427981, 0.072019, 5.000000
8.1496, 0.500000, 0.305262, 0.194738, 5.000000
8.1816, 0.500000, 0.377359, 0.122641, -4.080544
8.2136, 0.500000, 0.506214, -0.006214, -5.000000
8.2456, 0.500000, 0.461728, 0.038272, 2.745670
8.2775, 0.500000, 0.329806, 0.170194, 5.000000
8.3096, 0.500000, 0.320602, 0.179398, 0.911029
8.3415, 0.500000, 0.457126, 0.042874, -5.000000
8.3736, 0.500000, 0.576777, -0.076777, -5.000000
8.4056, 0.500000, 0.507748, -0.007748, 4.126253
8.4375, 0.500000, 0.391165, 0.108835, 5.000000
8.4695, 0.500000, 0.432583, 0.067417, -2.350214
8.5015, 0.500000, 0.562971, -0.062971, -5.000000
8.5335, 0.500000, 0.584447, -0.084447, -1.457437
8.5656, 0.500000, 0.461728, 0.038272, 5.000000
8.5976, 0.500000, 0.337476, 0.162524, 5.000000
8.6295, 0.500000, 0.398835, 0.101165, -3.479224
8.6615, 0.500000, 0.527689, -0.027689, -5.000000
8.6935, 0.500000, 0.515418, -0.015418, 0.705476
8.7255, 0.500000, 0.392699, 0.107301, 5.000000
8.7575, 0.500000, 0.319068, 0.180932, 4.779729
8.7897, 0.500000, 0.417243, 0.082757, -5.000000
8.8217, 0.500000, 0.546097, -0.046097, -5.000000
8.8537, 0.500000, 0.492408, 0.007592, 3.236544
8.8857, 0.500000, 0.363553, 0.136447, 5.000000
8.9177, 0.500000, 0.363553, 0.136447, 0.272893
8.9495, 0.500000, 0.492408, 0.007592, -5.000000
8.9816, 0.500000, 0.608990, -0.108990, -5.000000
9.0136, 0.500000, 0.549165, -0.049165, 3.491185
9.0456, 0.500000, 0.420311, 0.079689, 5.000000
9.0777, 0.500000, 0.427981, 0.072019, -0.316156
9.1096, 0.500000, 0.561437, -0.061437, -5.000000
9.1416, 0.500000, 0.650408, -0.150408, -5.000000
9.1736, 0.500000, 0.572175, -0.072175, 4.549632
9.2056, 0.500000, 0.446388, 0.053612, 5.000000
9.2376, 0.500000, 0.492408, 0.007592, -2.745981
9.2696, 0.500000, 0.624330, -0.124330, -5.000000
9.3016, 0.500000, 0.642738, -0.142738, -1.389942
9.3336, 0.500000, 0.523087, -0.023087, 5.000000
9.3656, 0.500000, 0.397301, 0.102699, 5.000000
9.3975, 0.500000, 0.461728, 0.038272, -3.789088
9.4295, 0.500000, 0.587515, -0.087515, -5.000000
9.4616, 0.500000, 0.572175, -0.072175, 0.776039
9.4936, 0.500000, 0.446388, 0.053612, 5.000000
9.5256, 0.500000, 0.374291, 0.125709, 4.577243
9.5576, 0.500000, 0.475534, 0.024466, -5.000000
9.5896, 0.500000, 0.601320, -0.101320, -5.000000
9.6216, 0.500000, 0.549165, -0.049165, 3.030991
9.6536, 0.500000, 0.418777, 0.081223, 5.000000
9.6855, 0.500000, 0.417243, 0.082757, 0.257553
9.7175, 0.500000, 0.544563, -0.044563, -5.000000
9.7495, 0.500000, 0.658078, -0.158078, -5.000000
9.7815, 0.500000, 0.598253, -0.098253, 3.393010
9.8136, 0.500000, 0.469398, 0.030602, 5.000000
9.8455, 0.500000, 0.483204, 0.016796, -0.794758
9.8775, 0.500000, 0.610524, -0.110524, -5.000000
9.9096, 0.500000, 0.684155, -0.184155, -4.786176
9.9416, 0.500000, 0.592117, -0.092117, 5.000000
9.9735, 0.500000, 0.469398, 0.030602, 5.000000
10.0055, 0.500000, 0.533825, -0.033825, -3.933282
10.0375, 0.500000, 0.662680, -0.162680, -5.000000
10.0695, 0.500000, 0.642738, -0.142738, 0.911029
10.1015, 0.500000, 0.518486, -0.018486, 5.000000
10.1335, 0.500000, 0.455592, 0.044408, 3.862408
10.1655, 0.500000, 0.561437, -0.061437, -5.000000
10.1975, 0.500000, 0.687223, -0.187223, -5.000000
10.2295, 0.500000, 0.638136, -0.138136, 2.668971
10.2615, 0.500000, 0.512350, -0.012350, 5.000000
10.2935, 0.500000, 0.498544, 0.001456, 0.831262
10.3255, 0.500000, 0.624330, -0.124330, -5.000000
10.3575, 0.500000, 0.751651, -0.251651, -5.000000
10.3895, 0.500000, 0.705631, -0.205631, 2.349903
10.4215, 0.500000, 0.576777, -0.076777, 5.000000
10.4535, 0.500000, 0.552233, -0.052233, 1.368155
10.4855, 0.500000, 0.674952, -0.174952, -5.000000
10.5175, 0.500000, 0.806874, -0.306874, -5.000000
10.5495, 0.500000, 0.762388, -0.262388, 2.144350
10.5814, 0.500000, 0.639670, -0.139670, 5.000000
10.6135, 0.500000, 0.607456, -0.107456, 1.717903
10.6455, 0.500000, 0.730175, -0.230175, -5.000000
10.6775, 0.500000, 0.860563, -0.360563, -5.000000
10.7095, 0.500000, 0.819146, -0.319146, 1.846757
10.7415, 0.500000, 0.691825, -0.191825, 5.000000
10.7735, 0.500000, 0.650408, -0.150408, 2.184233
10.8055, 0.500000, 0.768524, -0.268524, -5.000000
10.8376, 0.500000, 0.898913, -0.398913, -5.000000
10.8695, 0.500000, 0.857495, -0.357495, 1.770058
10.9015, 0.500000, 0.730175, -0.230175, 5.000000
10.9335, 0.500000, 0.687223, -0.187223, 2.202641
10.9654, 0.500000, 0.803806, -0.303806, -5.000000
10.9974, 0.500000, 0.934194, -0.434194, -5.000000
11.0295, 0.500000, 0.895845, -0.395845, 1.509282
11.0615, 0.500000, 0.768524, -0.268524, 5.000000
11.0935, 0.500000, 0.717903, -0.217903, 2.601476
11.1255, 0.500000, 0.831418, -0.331418, -5.000000
11.1574, 0.500000, 0.961806, -0.461806, -5.000000
11.1895, 0.500000, 0.921922, -0.421922, 1.549165
11.2215, 0.500000, 0.794602, -0.294602, 5.000000
11.2535, 0.500000, 0.743981, -0.243981, 2.549321
11.2855, 0.500000, 0.860563, -0.360563, -5.000000
11.3174, 0.500000, 0.987884, -0.487884, -5.000000
11.3494, 0.500000, 0.948000, -0.448000, 1.497010
11.3814, 0.500000, 0.820680, -0.320680, 5.000000
11.4134, 0.500000, 0.768524, -0.268524, 2.592272
11.4455, 0.500000, 0.889709, -0.389709, -5.000000
11.4774, 0.500000, 1.012427, -0.512427, -5.000000
11.5095, 0.500000, 0.974078, -0.474078, 1.352816
11.5414, 0.500000, 0.846757, -0.346757, 5.000000
11.5734, 0.500000, 0.790000, -0.290000, 2.825437
11.6054, 0.500000, 0.903515, -0.403515, -5.000000
11.6374, 0.500000, 1.033903, -0.533903, -5.000000
11.6694, 0.500000, 0.994020, -0.494020, 1.404971
11.7015, 0.500000, 0.866699, -0.366699, 5.000000
11.7334, 0.500000, 0.811476, -0.311476, 2.690447
11.7654, 0.500000, 0.928058, -0.428058, -5.000000
11.7974, 0.500000, 1.056913, -0.556913, -5.000000
11.8294, 0.500000, 1.017029, -0.517029, 1.358952
11.8615, 0.500000, 0.889709, -0.389709, 5.000000
11.8934, 0.500000, 0.837554, -0.337554, 2.454214
11.9253, 0.500000, 0.951068, -0.451068, -5.000000
11.9573, 0.500000, 1.081456, -0.581456, -5.000000
11.9893, 0.500000, 1.041573, -0.541573, 1.309864
12.0213, 0.500000, 0.914253, -0.414253, 5.000000
12.0533, 0.500000, 0.862097, -0.362097, 2.405126
12.0853, 0.500000, 0.974078, -0.474078, -5.000000
12.1173, 0.500000, 1.106000, -0.606000, -5.000000
12.1493, 0.500000, 1.066117, -0.566117, 1.260777
12.1813, 0.500000, 0.938796, -0.438796, 5.000000
12.2134, 0.500000, 0.885107, -0.385107, 2.451146
12.2455, 0.500000, 0.997088, -0.497088, -5.000000
12.2774, 0.500000, 1.130544, -0.630544, -5.000000
12.3095, 0.500000, 1.092194, -0.592194, 1.116583
12.3415, 0.500000, 0.963340, -0.463340, 5.000000
12.3734, 0.500000, 0.905049, -0.405049, 2.687379
12.4053, 0.500000, 1.015495, -0.515495, -5.000000
12.4374, 0.500000, 1.147418, -0.647418, -5.000000
12.4695, 0.500000, 1.109068, -0.609068, 1.082835
12.5013, 0.500000, 0.980214, -0.480214, 5.000000
12.5333, 0.500000, 0.929592, -0.429592, 2.178097
12.5653, 0.500000, 1.044641, -0.544641, -5.000000
12.5973, 0.500000, 1.173495, -0.673495, -5.000000
12.6293, 0.500000, 1.139748, -0.639748, 0.745359
12.6613, 0.500000, 1.007825, -0.507825, 5.000000
12.6933, 0.500000, 0.944932, -0.444932, 2.883728
12.7253, 0.500000, 1.055379, -0.555379, -5.000000
12.7573, 0.500000, 1.182699, -0.682699, -5.000000
12.7893, 0.500000, 1.147418, -0.647418, 0.822058
12.8213, 0.500000, 1.015495, -0.515495, 5.000000
12.8533, 0.500000, 0.957204, -0.457204, 2.583068
12.8853, 0.500000, 1.064583, -0.564583, -5.000000
12.9173, 0.500000, 1.196505, -0.696505, -5.000000
12.9494, 0.500000, 1.159689, -0.659689, 0.889553
12.9813, 0.500000, 1.026233, -0.526233, 5.000000
13.0133, 0.500000, 0.971010, -0.471010, 2.371379
13.0453, 0.500000, 1.082990, -0.582990, -5.000000
13.0773, 0.500000, 1.211845, -0.711845, -5.000000
13.1093, 0.500000, 1.176563, -0.676563, 0.763767
13.1412, 0.500000, 1.046175, -0.546175, 5.000000
13.1732, 0.500000, 0.983282, -0.483282, 2.807029
13.2052, 0.500000, 1.092194, -0.592194, -5.000000
13.2372, 0.500000, 1.225651, -0.725651, -5.000000
13.2692, 0.500000, 1.188835, -0.688835, 0.831262
13.3012, 0.500000, 1.059981, -0.559981, 5.000000
13.3332, 0.500000, 1.000155, -0.500155, 2.589204
13.3652, 0.500000, 1.110602, -0.610602, -5.000000
13.3972, 0.500000, 1.242524, -0.742524, -5.000000
13.4292, 0.500000, 1.205709, -0.705709, 0.797515
13.4612, 0.500000, 1.075321, -0.575321, 5.000000
13.4932, 0.500000, 1.013961, -0.513961, 2.653631
13.5252, 0.500000, 1.122874, -0.622874, -5.000000
13.5572, 0.500000, 1.257864, -0.757864, -5.000000
13.5892, 0.500000, 1.221049, -0.721049, 0.766835
13.6212, 0.500000, 1.089126, -0.589126, 5.000000
13.6532, 0.500000, 1.027767, -0.527767, 2.626020
13.6852, 0.500000, 1.139748, -0.639748, -5.000000
13.7172, 0.500000, 1.271670, -0.771670, -5.000000
13.7492, 0.500000, 1.234855, -0.734855, 0.739223
13.7812, 0.500000, 1.102932, -0.602932, 5.000000
13.8132, 0.500000, 1.043107, -0.543107, 2.503301
13.8452, 0.500000, 1.152020, -0.652020, -5.000000
13.8772, 0.500000, 1.283942, -0.783942, -5.000000
13.9092, 0.500000, 1.245592, -0.745592, 0.809786
13.9412, 0.500000, 1.115204, -0.615204, 5.000000
13.9732, 0.500000, 1.056913, -0.556913, 2.383651
14.0052, 0.500000, 1.168893, -0.668893, -5.000000
14.0372, 0.500000, 1.299282, -0.799282, -5.000000
14.0692, 0.500000, 1.264000, -0.764000, 0.588893
14.1012, 0.500000, 1.132078, -0.632078, 5.000000
14.1332, 0.500000, 1.066117, -0.566117, 2.825437
14.1652, 0.500000, 1.173495, -0.673495, -5.000000
14.1972, 0.500000, 1.303884, -0.803884, -5.000000
14.2292, 0.500000, 1.268602, -0.768602, 0.579689
14.2612, 0.500000, 1.135146, -0.635146, 5.000000
14.2932, 0.500000, 1.069185, -0.569185, 2.819301
14.3252, 0.500000, 1.178097, -0.678097, -5.000000
14.3572, 0.500000, 1.306952, -0.806952, -5.000000
14.3892, 0.500000, 1.271670, -0.771670, 0.573553
14.4212, 0.500000, 1.138214, -0.638214, 5.000000
14.4532, 0.500000, 1.072253, -0.572253, 2.813165
14.4852, 0.500000, 1.181165, -0.681165, -5.000000
14.5172, 0.500000, 1.313088, -0.813088, -5.000000
14.5492, 0.500000, 1.276272, -0.776272, 0.656388
14.5812, 0.500000, 1.145884, -0.645884, 5.000000
14.6131, 0.500000, 1.084524, -0.584524, 2.512505
14.6451, 0.500000, 1.193437, -0.693437, -5.000000
14.6772, 0.500000, 1.323825, -0.823825, -5.000000
14.7091, 0.500000, 1.287010, -0.787010, 0.634913
14.7411, 0.500000, 1.156622, -0.656622, 5.000000
14.7731, 0.500000, 1.092194, -0.592194, 2.681243
14.8051, 0.500000, 1.201107, -0.701107, -5.000000
14.8371, 0.500000, 1.333029, -0.833029, -5.000000
14.8691, 0.500000, 1.296214, -0.796214, 0.616505
14.9011, 0.500000, 1.164291, -0.664291, 5.000000
14.9331, 0.500000, 1.101398, -0.601398, 2.570796
14.9651, 0.500000, 1.211845, -0.711845, -5.000000
14.9971, 0.500000, 1.340699, -0.840699, -5.000000
15.0291, 0.500000, 1.305418, -0.805418, 0.506058
15.0611, 0.500000, 1.175029, -0.675029, 5.000000
15.0931, 0.500000, 1.109068, -0.609068, 2.739534
15.1251, 0.500000, 1.219515, -0.719515, -5.000000
15.1571, 0.500000, 1.348369, -0.848369, -5.000000
15.1891, 0.500000, 1.311554, -0.811554, 0.585825
15.2211, 0.500000, 1.184233, -0.684233, 5.000000
15.2531, 0.500000, 1.118272, -0.618272, 2.721126
15.2851, 0.500000, 1.227185, -0.727185, -5.000000
15.3171, 0.500000, 1.360641, -0.860641, -5.000000
15.3491, 0.500000, 1.326893, -0.826893, 0.371068
15.3811, 0.500000, 1.191903, -0.691903, 5.000000
15.4131, 0.500000, 1.122874, -0.622874, 2.896000
15.4451, 0.500000, 1.227185, -0.727185, -5.000000
15.4771, 0.500000, 1.359107, -0.859107, -5.000000
15.5091, 0.500000, 1.325359, -0.825359, 0.374136
15.5411, 0.500000, 1.190369, -0.690369, 5.000000
15.5731, 0.500000, 1.122874, -0.622874, 2.803961
15.6051, 0.500000, 1.228719, -0.728719, -5.000000
15.6371, 0.500000, 1.357573, -0.857573, -5.000000
15.6691, 0.500000, 1.325359, -0.825359, 0.282097
15.7011, 0.500000, 1.193437, -0.693437, 5.000000
15.7331, 0.500000, 1.119806, -0.619806, 3.178253
15.7651, 0.500000, 1.224117, -0.724117, -5.000000
15.7971, 0.500000, 1.354505, -0.854505, -5.000000
15.8291, 0.500000, 1.320757, -0.820757, 0.383340
15.8611, 0.500000, 1.187301, -0.687301, 5.000000
15.8931, 0.500000, 1.118272, -0.618272, 2.905204
15.9251, 0.500000, 1.224117, -0.724117, -5.000000
15.9571, 0.500000, 1.354505, -0.854505, -5.000000
15.9891, 0.500000, 1.322291, -0.822291, 0.288233
16.0211, 0.500000, 1.188835, -0.688835, 5.000000
16.0531, 0.500000, 1.116738, -0.616738, 3.092350
16.0851, 0.500000, 1.221049, -0.721049, -5.000000
16.1171, 0.500000, 1.351437, -0.851437, -5.000000
16.1491, 0.500000, 1.317689, -0.817689, 0.389476
16.1811, 0.500000, 1.187301, -0.687301, 5.000000
16.2130, 0.500000, 1.115204, -0.615204, 3.095418
16.2450, 0.500000, 1.222583, -0.722583, -5.000000
16.2770, 0.500000, 1.352971, -0.852971, -5.000000
16.3090, 0.500000, 1.319223, -0.819223, 0.386408
16.3410, 0.500000, 1.185767, -0.685767, 5.000000
16.3730, 0.500000, 1.116738, -0.616738, 2.908272
16.4050, 0.500000, 1.222583, -0.722583, -5.000000
16.4370, 0.500000, 1.354505, -0.854505, -5.000000
16.4690, 0.500000, 1.319223, -0.819223, 0.478447
16.5010, 0.500000, 1.188835, -0.688835, 5.000000
16.5330, 0.500000, 1.119806, -0.619806, 2.902136
16.5650, 0.500000, 1.230253, -0.730253, -5.000000
16.5970, 0.500000, 1.360641, -0.860641, -5.000000
16.6290, 0.500000, 1.325359, -0.825359, 0.466175
16.6610, 0.500000, 1.194971, -0.694971, 5.000000
16.6930, 0.500000, 1.125942, -0.625942, 2.889864
16.7250, 0.500000, 1.233321, -0.733321, -5.000000
16.7570, 0.500000, 1.365243, -0.865243, -5.000000
16.7890, 0.500000, 1.331495, -0.831495, 0.361864
16.8210, 0.500000, 1.198039, -0.698039, 5.000000
16.8530, 0.500000, 1.130544, -0.630544, 2.788622
16.8850, 0.500000, 1.233321, -0.733321, -5.000000
16.9170, 0.500000, 1.365243, -0.865243, -5.000000
16.9490, 0.500000, 1.329961, -0.829961, 0.456971
16.9810, 0.500000, 1.198039, -0.698039, 5.000000
17.0130, 0.500000, 1.132078, -0.632078, 2.693515
17.0451, 0.500000, 1.237922, -0.737922, -5.000000
17.0771, 0.500000, 1.368311, -0.868311, -5.000000
17.1091, 0.500000, 1.333029, -0.833029, 0.450835
17.1411, 0.500000, 1.201107, -0.701107, 5.000000
17.1731, 0.500000, 1.135146, -0.635146, 2.687379
17.2051, 0.500000, 1.240990, -0.740990, -5.000000
17.2371, 0.500000, 1.372913, -0.872913, -5.000000
17.2690, 0.500000, 1.337631, -0.837631, 0.441631
17.3010, 0.500000, 1.207243, -0.707243, 5.000000
17.3331, 0.500000, 1.139748, -0.639748, 2.770214
17.3651, 0.500000, 1.245592, -0.745592, -5.000000
17.3971, 0.500000, 1.377515, -0.877515, -5.000000
17.4291, 0.500000, 1.339165, -0.839165, 0.622641
17.4611, 0.500000, 1.211845, -0.711845, 5.000000
17.4931, 0.500000, 1.148952, -0.648952, 2.475690
17.5251, 0.500000, 1.259398, -0.759398, -5.000000
17.5571, 0.500000, 1.388253, -0.888253, -5.000000
17.5891, 0.500000, 1.352971, -0.852971, 0.410951
17.6210, 0.500000, 1.224117, -0.724117, 5.000000
17.6530, 0.500000, 1.155088, -0.655088, 2.831573
17.6850, 0.500000, 1.264000, -0.764000, -5.000000
17.7170, 0.500000, 1.392855, -0.892855, -5.000000
17.7490, 0.500000, 1.357573, -0.857573, 0.401747
17.7810, 0.500000, 1.227185, -0.727185, 5.000000
17.8130, 0.500000, 1.158155, -0.658155, 2.825437
17.8450, 0.500000, 1.265534, -0.765534, -5.000000
17.8770, 0.500000, 1.394389, -0.894389, -5.000000
17.9090, 0.500000, 1.359107, -0.859107, 0.398680
17.9410, 0.500000, 1.228719, -0.728719, 5.000000
17.9730, 0.500000, 1.159689, -0.659689, 2.822369
18.0050, 0.500000, 1.267068, -0.767068, -5.000000
18.0370, 0.500000, 1.395923, -0.895923, -5.000000
18.0690, 0.500000, 1.360641, -0.860641, 0.395612
18.1010, 0.500000, 1.231787, -0.731787, 5.000000
18.1330, 0.500000, 1.162757, -0.662757, 2.816233
18.1650, 0.500000, 1.270136, -0.770136, -5.000000
18.1970, 0.500000, 1.398990, -0.898990, -5.000000
18.2290, 0.500000, 1.363709, -0.863709, 0.389476
18.2610, 0.500000, 1.233321, -0.733321, 5.000000
18.2930, 0.500000, 1.165825, -0.665825, 2.718058
18.3250, 0.500000, 1.273204, -0.773204, -5.000000
18.3570, 0.500000, 1.402058, -0.902058, -5.000000
18.3890, 0.500000, 1.365243, -0.865243, 0.478447
18.4210, 0.500000, 1.237922, -0.737922, 5.000000
18.4530, 0.500000, 1.167359, -0.667359, 2.899068
